name,positive ratings,negative ratings,total reviews,rating percentage,category,first_release_date,platforms,genres,aggregated_rating,aggregated_rating_count,public_rating_igdb,public_rating_count,game_engines,game_modes,player_perspectives
Don't Starve,104170,3537,107707,95.29%,main_game,1366675200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Simulator', 'Adventure', 'Indie']",7.9,8.0,7.6,334,['Proprietary Engine'],['Single player'],['Bird view or Isometric']
SANABI,29047,769,29816,95.29%,main_game,1699488000,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Platform', 'Adventure', 'Indie']",9.5,2.0,8,12,['Unity'],['Single player'],['Side view']
Sabbat of the Witch,6302,78,6380,95.29%,main_game,1689933583,['PC (Microsoft Windows)'],"['Adventure', 'Casual', 'Simulation', 'Visual Novel']",,,4,4,,['Single player'],['Text']
Fields of Mistria,9526,163,9689,95.27%,main_game,1689933583,['PC (Microsoft Windows)'],"['Adventure', 'Casual', 'Simulation', 'Visual Novel']",,,,,,['Single player'],['Bird view or Isometric']
Ori and the Will of the Wisps,126264,4443,130707,95.26%,main_game,1583798400,"['PC (Microsoft Windows)', 'Xbox Series X|S', 'Xbox One', 'Nintendo Switch']","['Platform', 'Adventure']",9.1,16.0,8.7,448,['Unity'],['Single player'],['Side view']
POSTAL 2,101398,3459,104857,95.26%,main_game,1050278400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Shooter', 'Adventure', 'Indie']",5.9,4.0,7.2,230,['Unreal Engine 2'],['Single player'],['First person']
Ravenfield,67368,2160,69528,95.26%,main_game,1495065600,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Shooter', 'Indie']",,,7.1,10,['Unity'],['Single player'],['First person']
Broforce,55828,1738,57566,95.25%,main_game,1444867200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Shooter', 'Platform', 'Indie', 'Arcade']",72.0,10.0,7.6,316,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
Dishonored RHCP,13313,275,13588,95.24%,main_game,1349977200,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360']",,9.0,15.0,8.5,1000,['Unreal Engine 3'],['Single player'],['First person']
Wobbledogs,10465,193,10658,95.23%,main_game,1611792000,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Simulator', 'Indie']",2.5,2.0,,,,['Single player'],['Third person']
Persona 5 Royal,79278,2646,81924,95.22%,main_game,1585612800,"['PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Nintendo Switch']","['Role-playing (RPG)', 'Turn-based strategy (TBS)', 'Adventure']",9.4,13.0,9.5,500,['Proprietary Engine'],['Single player'],['Third person']
Iron Snout,16902,390,17292,95.21%,main_game,1451606400,"['PC (Microsoft Windows)', 'PlayStation Vita', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Fighting', 'Indie', 'Arcade']",,,4.9,18,,['Single player'],['Side view']
Before Your Eyes,14495,315,14810,95.21%,main_game,692496000,"['PC (Microsoft Windows)', 'PC-9800 Series', 'DOS', 'FM Towns', 'Amiga', 'Linux', 'Mac']","['Real Time Strategy (RTS)', 'Role-playing (RPG)']",8.6,6.0,8.4,49,['Unity'],['Single player'],['First person']
20 Small Mazes,5742,70,5812,95.20%,main_game,1708041600,['PC (Microsoft Windows)'],"['Puzzle', 'Indie']",,,7,9,['Godot Engine'],['Single player'],['Text']
A Castle Full of Cats,3604,22,3626,95.20%,main_game,1667952000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Linux', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure']",,,8.8,6,['Godot'],['Single player'],['Side view']
Half-Life,128889,4653,133542,95.18%,mod,1545696000,['PC (Microsoft Windows)'],['Shooter'],8.0,1.0,8.9,2000,['Source'],['Single player'],['First person']
Just Shapes & Beats,19769,489,20258,95.18%,main_game,1527724800,"['PC (Microsoft Windows)', 'Google Stadia', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Music', 'Indie', 'Arcade']",8.5,2.0,8.2,21,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
INSIDE,60440,1959,62399,95.17%,main_game,1598400000,"['PC (Microsoft Windows)', 'Linux', 'Mac', 'Nintendo Switch']","['Adventure', 'Indie', 'Visual Novel']",9.2,41.0,8.6,1000,['Unity'],['Single player'],['Text']
The Case of the Golden Idol,6942,103,7045,95.17%,main_game,1665619200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",8.9,3.0,9,39,['Godot'],['Single player'],['Side view']
Paper Lily - Chapter 1,4251,37,4288,95.17%,main_game,1706227200,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Puzzle', 'Role-playing (RPG)', 'Adventure', 'Indie']",,,8.8,6,"['RPG Maker', 'Godot']",['Single player'],['Bird view or Isometric']
Cookie Clicker,67831,2250,70081,95.16%,port,1395360000,"['PC (Microsoft Windows)', 'Android', 'Web browser']",['Point-and-click'],8.5,1.0,7.1,58,,['Single player'],['Text']
Half-Life 2: Episode Two,40318,1218,41536,95.15%,standalone_expansion,1191888000,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360', 'Linux', 'Mac']","['Shooter', 'Puzzle']",7.0,2.0,8.8,1000,['Source'],['Single player'],['First person']
星空列车与白的旅行,4284,39,4323,95.15%,main_game,1620950400,['PC (Microsoft Windows)'],['Adventure'],,,,,,,['Text']
Juice Galaxy,5903,79,5982,95.13%,main_game,1584921600,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Role-playing (RPG)', 'Adventure', 'Indie']",,,,,['Blender Game Engine'],['Single player'],['Third person']
An Arcade Full of Cats,6030,83,6113,95.12%,main_game,1700092800,"['PC (Microsoft Windows)', 'Linux']","['Puzzle', 'Indie']",,,8.2,10,['Godot'],['Single player'],"['Bird view or Isometric', 'Side view']"
Phasmophobia,682051,29094,711145,95.11%,main_game,1600387200,"['PC (Microsoft Windows)', 'SteamVR', 'Oculus Rift', 'Windows Mixed Reality', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation VR2']","['Puzzle', 'Tactical', 'Indie']",,,6.7,118,['Unity 2019'],"['Single player', 'Multiplayer', 'Co-operative']","['First person', 'Auditory', 'Virtual Reality']"
Stronghold Crusader HD,18000,445,18445,95.11%,remaster,1382313600,['PC (Microsoft Windows)'],"['Real Time Strategy (RTS)', 'Simulator', 'Strategy']",,,8.2,19,,"['Single player', 'Multiplayer']",['Bird view or Isometric']
Cuphead,163922,6255,170177,95.09%,main_game,1506643200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Mac', 'Nintendo Switch']","['Shooter', 'Platform', 'Adventure', 'Indie', 'Arcade']",8.7,21.0,8.5,706,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']","['Bird view or Isometric', 'Side view']"
Gorogoa,16353,395,16748,95.09%,main_game,1513123200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",8.2,12.0,8,143,['Unity'],['Single player'],['Side view']
Outlast,114638,4212,118850,95.08%,main_game,1378252800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Adventure', 'Indie']",7.7,13.0,7.7,548,['Unreal Engine 3'],['Single player'],['First person']
DUSK,21762,579,22341,95.08%,main_game,1645660800,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Nintendo Switch']","['Role-playing (RPG)', 'hack and slash or beat em up', 'Adventure']",9.0,5.0,8.3,73,['Unity'],['Single player'],['Third person']
Counter-Strike: Source,168403,6484,174887,95.07%,remake,1099267200,"['PC (Microsoft Windows)', 'Linux', 'Mac']",['Shooter'],9.0,3.0,7.9,462,['Source'],['Multiplayer'],['First person']
shapez 2,7291,120,7411,95.07%,main_game,1723680000,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Puzzle', 'Simulator', 'Strategy', 'Indie']",9.0,1.0,,,['Unity'],['Single player'],['Bird view or Isometric']
A Date with Death,6885,109,6994,95.07%,main_game,1701907200,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Simulator', 'Indie', 'Visual Novel']",,,8.4,5,,['Single player'],['Text']
Patrick's Parabox,3588,27,3615,95.07%,main_game,1648512000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Linux', 'Mac', 'Nintendo Switch']","['Puzzle', 'Strategy', 'Adventure', 'Indie', 'Arcade']",,,8.7,6,['Unity'],['Single player'],['Bird view or Isometric']
"Please, Touch The Artwork 2",3301,21,3322,95.07%,main_game,1708300800,"['PC (Microsoft Windows)', 'Android', 'Linux', 'iOS', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",,,6.7,6,['Unity3D'],['Single player'],['Side view']
Lil Gator Game,4237,42,4279,95.06%,main_game,1670976000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Platform', 'Adventure', 'Indie']",7.0,1.0,7.3,15,['Unity'],['Single player'],['Third person']
Keep Talking and Nobody Explodes,13703,316,14019,95.05%,main_game,1437004800,"['PC (Microsoft Windows)', 'SteamVR', 'Gear VR', 'Oculus Quest', 'Oculus Rift', 'Windows Mixed Reality', 'Daydream', 'Meta Quest 2', 'PlayStation VR', 'PlayStation 4']","['Puzzle', 'Simulator', 'Indie']",8.4,6.0,8.6,91,['Unity'],"['Multiplayer', 'Co-operative']","['First person', 'Virtual Reality']"
Kind Words,8655,161,8816,95.05%,main_game,1568246400,"['PC (Microsoft Windows)', 'Linux', 'Mac']",['Indie'],9.0,1.0,7.1,13,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']",['Bird view or Isometric']
Purrgatory,4172,41,4213,95.05%,main_game,1626998400,"['PC (Microsoft Windows)', 'Web browser']","['Point-and-click', 'Adventure', 'Indie', 'Visual Novel']",,,,,['Godot'],['Single player'],"['First person', 'Text']"
Blade & Sorcery,51501,1697,53198,95.04%,main_game,1554336000,"['SteamVR', 'Oculus VR', 'Oculus Rift']","['Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie']",,,8,10,['Unity'],['Single player'],['First person']
STEINS;GATE,17103,433,17536,95.02%,main_game,1473379200,['PC (Microsoft Windows)'],['Adventure'],8.0,4.0,9.4,238,,['Single player'],['Text']
Tomb Raider,227552,9183,236735,95.01%,main_game,1056067200,"['PC (Microsoft Windows)', 'PlayStation 2', 'Mac']","['Shooter', 'Adventure']",8.5,15.0,8.2,2000,['Foundation'],['Single player'],['Third person']
Tales of the Black Forest,12576,287,12863,95.00%,main_game,753753600,"['PC (Microsoft Windows)', 'Game Boy', 'Mega DuckCougar Boy']","['Adventure', 'Indie', 'Role-playing (RPG)']",,,7,2,,['Single player'],['Bird view or Isometric']
Fallout: New Vegas,208866,8442,217308,94.97%,main_game,1287446400,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360']","['Shooter', 'Role-playing (RPG)']",8.2,13.0,8.7,1000,['Gamebryo'],['Single player'],"['First person', 'Third person']"
Sid Meier's Civilization V,191892,7711,199603,94.97%,main_game,1285027200,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Simulator', 'Strategy', 'Turn-based strategy (TBS)']",8.7,8.0,8.5,1000,['Firaxis LORE'],"['Single player', 'Multiplayer']",['Bird view or Isometric']
Touhou Luna Nights,13196,314,13510,94.95%,main_game,1551052800,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Platform', 'hack and slash or beat em up', 'Adventure', 'Indie']",8.8,1.0,7.4,46,,['Single player'],['Side view']
CULTIC,6137,97,6234,94.95%,main_game,1665619200,['PC (Microsoft Windows)'],"['Shooter', 'Indie']",,,7.1,15,,['Single player'],['First person']
Epic Battle Fantasy 5,5165,71,5236,94.95%,main_game,1543536000,"['PC (Microsoft Windows)', 'Android', 'Linux', 'iOS', 'Web browser', 'Mac']","['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure']",,,8,4,,['Single player'],"['Bird view or Isometric', 'Side view']"
Life is Strange™,159921,6357,166278,94.94%,main_game,1537920000,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']",['Adventure'],7.9,10.0,8.3,1000,['Unreal Engine'],['Single player'],['Third person']
GRIS,71367,2567,73934,94.94%,main_game,1544659200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Mac', 'Nintendo Switch']","['Platform', 'Puzzle', 'Adventure', 'Indie']",8.1,14.0,8,415,['Unity'],['Single player'],['Side view']
The Murder of Sonic the Hedgehog,21121,590,21711,94.94%,main_game,1680220800,"['PC (Microsoft Windows)', 'Mac']","['Point-and-click', 'Simulator', 'Indie', 'Visual Novel']",,,7.6,43,['Unity 2021'],['Single player'],"['Bird view or Isometric', 'Text']"
The Textorcist: The Story of Ray Bibbia,4469,54,4523,94.93%,main_game,1610622302,"['PC (Microsoft Windows)', 'Mac']",,8.3,2.0,6.6,16,,['Single player'],"['Bird view or Isometric', 'Text']"
I Wani Hug that Gator!,3205,24,3229,94.93%,main_game,1707868800,"['PC (Microsoft Windows)', 'Android', 'Linux', 'Mac']","['Indie', 'Visual Novel']",,,,,"[""Ren'Py"", ""Ren'Py Visual Novel Engine""]",['Single player'],"['Side view', 'Text']"
Ib,3811,39,3850,94.91%,remake,1649635200,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Nintendo Switch']","['Puzzle', 'Role-playing (RPG)', 'Adventure', 'Indie']",9.0,1.0,7.5,7,"['RPG Maker 2000', 'RPG Maker MV']",['Single player'],['Bird view or Isometric']
A Building Full of Cats,3695,36,3731,94.91%,main_game,1657152000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Linux', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure']",,,7.9,7,['Godot'],['Single player'],['Side view']
Webbed,12769,307,13076,94.90%,main_game,1631145600,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Platform', 'Puzzle', 'Adventure', 'Indie']",,,8,16,['GameMaker Studio 2'],['Single player'],['Side view']
东北之夏,11654,271,11925,94.90%,main_game,1673222400,['PC (Microsoft Windows)'],['Visual Novel'],,,,,,['Single player'],['Text']
God of War,137047,5455,142502,94.88%,main_game,1524182400,"['PC (Microsoft Windows)', 'PlayStation 4']","['Role-playing (RPG)', 'hack and slash or beat em up', 'Adventure']",9.6,30.0,9.3,2000,['Proprietary Engine'],['Single player'],['Third person']
Trombone Champ,9010,189,9199,94.87%,main_game,1663200000,"['PC (Microsoft Windows)', 'Mac', 'Nintendo Switch']","['Music', 'Indie']",,,7.5,10,['Unity'],"['Single player', 'Multiplayer']",['Side view']
Tactical Breach Wizards,5463,84,5547,94.87%,main_game,1724284800,['PC (Microsoft Windows)'],"['Strategy', 'Turn-based strategy (TBS)', 'Tactical', 'Adventure', 'Indie']",8.3,3.0,,,['Unity'],['Single player'],['Bird view or Isometric']
Riddle Joker,5398,85,5483,94.82%,main_game,1522368000,['PC (Microsoft Windows)'],"['Adventure', 'Visual Novel']",,,,,,['Single player'],['Text']
Slay the Princess,14640,386,15026,94.81%,main_game,1698019200,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Point-and-click', 'Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie', 'Visual Novel']",,,7.4,35,"[""Ren'Py Visual Novel Engine""]",['Single player'],['First person']
Virtual Cottage,9478,210,9688,94.81%,main_game,1602028800,"['PC (Microsoft Windows)', 'Mac']",['Indie'],,,,,,['Single player'],"['Bird view or Isometric', 'Text']"
Cube Escape Collection,6087,106,6193,94.80%,bundle,1602633600,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Mac']","['Puzzle', 'Adventure', 'Indie']",,,9,19,,['Single player'],['First person']
The Hungry Lamb: Traveling in the Late Ming Dynasty,36399,1221,37620,94.79%,main_game,1713744000,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Adventure', 'Indie', 'Visual Novel']",,,,,,['Single player'],['Text']
Sally Face - Episode One,19585,569,20154,94.79%,main_game,1481752506,"['PC (Microsoft Windows)', 'Mac', 'Linux', 'Nintendo Switch', 'PlayStation 4', 'Xbox One']",,,,7.9,33,,['Single player'],['Side view']
Gunpoint,12620,319,12939,94.79%,main_game,1370217600,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Platform', 'Puzzle', 'Strategy', 'Adventure', 'Indie']",8.8,5.0,8.2,103,['GameMaker'],['Single player'],['Side view']
To the Moon,74228,2822,77050,94.77%,main_game,780537600,"['PC (Microsoft Windows)', 'macOS', 'Linux', 'Android', 'iOS', 'Nintendo Switch']","['QuizTrivia', 'Adventure']",8.3,8.0,8.1,404,['RPG Maker'],['Single player'],['Auditory']
山河旅探 Murders on the Yangtze River,13065,336,13401,94.77%,main_game,1706659200,"['PC (Microsoft Windows)', 'Mac']","['Role-playing (RPG)', 'Adventure', 'Indie']",,,,,['Unity'],['Single player'],['Text']
100 hidden frogs,5767,99,5866,94.77%,main_game,1636934400,['PC (Microsoft Windows)'],"['Point-and-click', 'Adventure', 'Indie']",,,7.3,11,,['Single player'],['Text']
Castle Crashers,113583,4570,118153,94.76%,main_game,1219795200,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360', 'Mac']","['Puzzle', 'Role-playing (RPG)', 'hack and slash or beat em up', 'Adventure', 'Indie']",7.9,4.0,7.8,280,['Proprietary Engine'],"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
Don't Starve Together,448018,20395,468413,94.75%,standalone_expansion,1461196800,"['PC (Microsoft Windows)', 'Linux', 'Mac', 'Nintendo Switch']","['Simulator', 'Strategy', 'Adventure', 'Indie']",,,7.6,199,['Proprietary Engine'],"['Single player', 'Multiplayer', 'Co-operative']",['Bird view or Isometric']
The Expendabros,17604,503,18107,94.75%,standalone_expansion,1407110400,"['PC (Microsoft Windows)', 'Mac']","['Shooter', 'Platform', 'Adventure', 'Indie']",8.0,1.0,7.1,60,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
Outcore,13030,339,13369,94.75%,main_game,1664150400,['PC (Microsoft Windows)'],"['Platform', 'Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie', 'Visual Novel']",,,7,8,['Unity'],['Single player'],"['Side view', 'Text']"
Clone Drone in the Danger Zone,28763,936,29699,94.74%,main_game,1489622400,"['PC (Microsoft Windows)', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Mac', 'Nintendo Switch']","['Fighting', 'Shooter', 'Simulator', 'hack and slash or beat em up', 'Indie']",,,7.3,12,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']",['Third person']
Lost in Play,5802,102,5904,94.74%,main_game,1660089600,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Android', 'iOS', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",9.0,1.0,7.3,17,['Unity'],['Single player'],['Side view']
Divinity: Original Sin 2,175527,7482,183009,94.72%,main_game,1505347200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Android', 'iOS', 'Nintendo Switch']","['Role-playing (RPG)', 'Turn-based strategy (TBS)']",,,,,['Divinity Engine'],"['Single player', 'Multiplayer', 'Co-operative']",['Third person']
"Hot Dogs, Horseshoes & Hand Grenades",20132,605,20737,94.72%,main_game,1459814400,['SteamVR'],"['Shooter', 'Simulator', 'Indie']",,,7,6,,['Single player'],['Virtual Reality']
Eternal Senia,11602,292,11894,94.72%,main_game,1434585600,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Indie']",,,7.2,12,['RPG Maker VX Ace'],['Single player'],['Bird view or Isometric']
West of Loathing,9148,209,9357,94.72%,main_game,1502323200,"['PC (Microsoft Windows)', 'Google Stadia', 'Linux', 'Mac', 'Nintendo Switch']","['Role-playing (RPG)', 'Adventure', 'Indie']",8.2,6.0,8.1,37,['Unity'],['Single player'],['Text']
Underground Blossom,5501,94,5595,94.72%,main_game,1695772800,"['PC (Microsoft Windows)', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",,,7,6,,['Single player'],['Side view']
Milk inside a bag of milk inside a bag of milk,25671,823,26494,94.71%,main_game,1598400000,"['PC (Microsoft Windows)', 'Linux', 'Mac', 'Nintendo Switch']","['Adventure', 'Indie', 'Visual Novel']",,,8.1,53,['RenPy'],['Single player'],['Text']
Fran Bow,16768,482,17250,94.70%,main_game,1440633600,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie', 'Arcade']",7.5,1.0,7.2,93,['GameMaker Studio'],['Single player'],['Side view']
The Last Campfire,10615,261,10876,94.70%,main_game,1598486400,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'iOS', 'Nintendo Switch']","['Puzzle', 'Adventure', 'Indie']",8.8,2.0,7.9,40,['Proprietary Engine'],['Single player'],['Third person']
